months_as_customer,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_location,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
304,100/300,1000,1525.86,0,FEMALE,PhD,craft-repair,own-child,0,0,1/21/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,9066 Best Ridge,1,YES,1,1,YES,73370,13340,6670,53360,N
1,500/1000,500,854.58,0,FEMALE,JD,craft-repair,other-relative,52200,0,1/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,7178 Best Drive,1,?,2,3,YES,86790,7890,23670,55230,N
26,250/500,1000,770.76,0,MALE,Masters,tech-support,husband,0,-53700,2/18/2015,Single Vehicle Collision,Side Collision,Major Damage,Police,9821 Francis Ave,1,NO,0,2,?,49800,9960,4980,34860,N
202,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,husband,0,-37500,2/4/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,7061 Cherokee Drive,1,YES,1,1,NO,77440,7040,14080,56320,N
289,500/1000,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,own-child,0,-42700,1/9/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,1325 1st Lane,1,?,1,0,?,42900,8580,0,34320,N
61,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,wife,0,-53800,2/14/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,3769 Sky St,2,YES,1,0,NO,53820,11960,5980,35880,Y
334,100/300,1000,876.88,6000000,MALE,MD,sales,other-relative,0,0,1/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,8489 Pine Hwy,1,NO,2,1,NO,57330,12740,6370,38220,N
12,500/1000,1000,1143.95,0,FEMALE,PhD,tech-support,other-relative,51400,0,2/4/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,6329 Apache Ave,3,NO,2,1,?,53370,5930,5930,41510,N
86,100/300,2000,1409.06,0,MALE,High School,prof-specialty,husband,74200,-68100,1/30/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,9293 Pine Lane,1,NO,2,2,YES,62920,9680,14520,38720,N
83,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,unmarried,0,0,2/20/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,9224 Sky Drive,3,?,0,1,NO,61600,6160,12320,43120,N
126,500/1000,2000,916.13,0,MALE,College,sales,unmarried,55300,-58400,1/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,8862 Maple Ridge,3,YES,2,0,NO,74160,6180,12360,55620,N
209,250/500,500,1191.5,0,MALE,High School,priv-house-serv,husband,38600,-52900,1/31/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,3492 Flute Lane,1,NO,2,0,?,80100,8900,8900,62300,N
283,500/1000,1000,1474.66,0,FEMALE,JD,sales,husband,0,-46200,2/17/2015,Parked Car,?,Trivial Damage,Police,6484 Tree Drive,1,?,2,3,NO,6560,820,820,4920,N
194,250/500,1000,1193.45,0,MALE,JD,other-service,not-in-family,0,0,1/24/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,4554 Sky Ave,1,?,2,1,YES,58800,11760,5880,41160,N
184,250/500,1000,1437.53,0,FEMALE,College,transport-moving,not-in-family,0,0,2/2/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,5201 Texas Hwy,3,?,0,2,NO,53730,11940,5970,35820,Y
479,100/300,2000,1304.83,0,FEMALE,College,other-service,husband,0,0,1/9/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,3982 Weaver Lane,1,NO,0,0,NO,60600,5050,10100,45450,N
284,250/500,1000,1168.8,0,FEMALE,JD,tech-support,other-relative,0,-42400,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,3660 Andromedia Hwy,1,?,0,3,YES,35750,6500,3250,26000,N
65,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,wife,43000,-42500,1/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,7135 Flute Lane,1,?,1,2,YES,42840,3570,7140,32130,N
222,250/500,1000,1232.72,0,MALE,High School,armed-forces,own-child,87800,-51200,2/9/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,4414 Solo Drive,3,?,1,0,NO,87960,14660,14660,58640,Y
196,250/500,2000,1800.76,0,MALE,JD,protective-serv,other-relative,0,-78600,1/14/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,2920 5th Ave,3,NO,1,0,NO,47800,4780,4780,38240,N
253,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,unmarried,46300,-33000,2/2/2015,Vehicle Theft,?,Trivial Damage,Police,2986 MLK Drive,1,NO,0,1,?,3840,640,640,2560,N
280,100/300,1000,1559.34,0,MALE,JD,transport-moving,own-child,0,-51600,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,1580 Maple Lane,1,NO,0,2,?,77000,14000,7000,56000,N
5,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,not-in-family,31500,0,1/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,3706 Texas Hwy,1,YES,1,3,?,88110,16020,16020,56070,N
220,100/300,1000,1281.72,0,MALE,College,farming-fishing,other-relative,33500,-49500,2/13/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,9109 Britain Drive,4,NO,0,2,YES,47740,4340,4340,39060,N
85,100/300,1000,796.35,0,FEMALE,MD,craft-repair,own-child,72400,-77000,2/20/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,2290 4th Ave,3,YES,2,1,YES,58960,5360,10720,42880,N
266,250/500,500,1270.02,0,FEMALE,Associate,tech-support,own-child,0,-45800,1/8/2015,Parked Car,?,Minor Damage,Police,4232 Britain Ridge,1,NO,1,2,?,2160,480,240,1440,N
41,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,own-child,46700,0,2/28/2015,Vehicle Theft,?,Trivial Damage,Police,6677 Andromedia Drive,1,YES,1,1,?,6890,530,1060,5300,N
316,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,husband,58300,0,2/12/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,5868 Sky Hwy,3,NO,2,0,YES,78870,7170,14340,57360,N
285,100/300,1000,1216.68,0,FEMALE,Masters,sales,other-relative,55100,0,1/6/2015,Vehicle Theft,?,Trivial Damage,Police,3053 Lincoln Drive,1,NO,1,1,NO,2700,300,300,2100,N
379,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,not-in-family,41400,0,2/15/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,7041 Tree Ridge,1,?,0,1,NO,75960,6330,6330,63300,N
15,250/500,2000,1586.41,0,FEMALE,High School,sales,other-relative,33500,-58900,1/20/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,7223 Embaracadero St,1,YES,1,3,?,75570,6870,13740,54960,Y
354,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,unmarried,0,0,1/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,8081 Flute Ridge,1,?,2,3,YES,90240,15040,15040,60160,N
342,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,not-in-family,0,0,1/26/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,8618 Texas Lane,1,?,0,0,NO,80960,14720,7360,58880,N
169,100/300,1000,1555.94,0,MALE,PhD,craft-repair,own-child,23300,0,1/25/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,3508 Washington St,3,NO,1,3,YES,79080,6590,13180,59310,N
339,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,not-in-family,98800,-65300,1/18/2015,Vehicle Theft,?,Minor Damage,None,2193 4th Ridge,1,NO,0,3,NO,6820,1240,620,4960,N
259,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,wife,65000,-49200,1/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,8897 Sky St,3,NO,1,2,YES,62590,5690,11380,45520,N
65,250/500,1000,1099.95,0,FEMALE,College,sales,wife,0,-71900,1/15/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,9611 Pine Ridge,1,NO,1,0,YES,52400,6550,6550,39300,Y
254,250/500,2000,1472.43,0,MALE,MD,tech-support,husband,0,-90600,1/10/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,7825 1st Ridge,3,?,1,3,YES,63580,5780,11560,46240,N
440,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,other-relative,0,-56200,1/23/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,3039 Oak Hwy,3,YES,2,1,NO,61400,6140,6140,49120,N
478,250/500,1000,1292.3,0,MALE,High School,adm-clerical,own-child,47600,0,2/21/2015,Parked Car,?,Minor Damage,None,8204 Pine Lane,1,YES,1,3,NO,4700,940,470,3290,Y
230,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,other-relative,45400,-39400,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,9787 Andromedia Ave,1,NO,0,2,YES,74140,13480,13480,47180,N
138,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,wife,27700,-72400,1/6/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,9633 Rock Hwy,1,?,2,2,NO,83160,6930,13860,62370,N
239,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,other-relative,51400,-6300,2/18/2015,Parked Car,?,Trivial Damage,Police,6303 1st Drive,1,?,0,2,YES,10790,1660,830,8300,N
93,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,husband,0,0,2/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,2014 Rock Ave,3,YES,1,3,NO,48070,8740,8740,30590,N
37,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,not-in-family,49300,0,1/24/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,8983 Tree St,3,YES,0,0,YES,51030,5670,11340,34020,N
254,100/300,500,1927.87,0,MALE,MD,prof-specialty,husband,0,0,1/21/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,6260 5th Lane,1,YES,0,1,?,43280,0,5410,37870,Y
131,250/500,1000,978.27,0,FEMALE,Associate,sales,own-child,65700,0,2/3/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,2725 Britain Ridge,1,?,1,3,NO,76400,15280,7640,53480,N
230,100/300,2000,1221.14,0,MALE,MD,prof-specialty,wife,48100,0,1/7/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3089 Oak Ridge,1,?,0,2,?,75460,13720,13720,48020,N
313,100/300,2000,1255.62,0,MALE,MD,armed-forces,unmarried,0,0,2/2/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,6206 3rd Ridge,3,YES,2,1,YES,69000,13800,6900,48300,Y
210,250/500,500,999.52,0,MALE,JD,tech-support,other-relative,0,0,1/13/2015,Vehicle Theft,?,Minor Damage,Police,7240 5th Ridge,1,?,1,2,NO,8640,1440,720,6480,N
101,250/500,500,1380.89,0,MALE,PhD,armed-forces,own-child,30000,-53000,2/28/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,8100 3rd Ave,3,?,2,1,?,67210,12220,12220,42770,N
153,500/1000,500,1010.77,0,MALE,High School,transport-moving,unmarried,52300,-55600,1/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,3282 4th Lane,3,?,0,3,NO,42500,4250,4250,34000,N
337,100/300,500,1205.86,0,MALE,Associate,armed-forces,wife,0,-34600,2/1/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,3227 Maple Ave,1,YES,0,1,NO,86400,14400,7200,64800,N
360,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,not-in-family,0,-32900,1/30/2015,Vehicle Theft,?,Minor Damage,Police,4264 Lincoln Ridge,1,YES,2,2,?,4620,840,840,2940,Y
428,100/300,1000,1496.44,0,FEMALE,High School,tech-support,unmarried,0,0,2/16/2015,Parked Car,?,Trivial Damage,Police,2215 Best Ave,1,YES,2,2,NO,6930,630,1260,5040,N
204,100/300,500,1256.2,0,FEMALE,JD,sales,not-in-family,0,0,1/7/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,5363 Weaver Lane,3,YES,1,2,YES,41700,8340,8340,25020,N
364,100/300,500,1268.35,0,MALE,Masters,transport-moving,wife,0,0,1/10/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,2397 Cherokee Ave,1,YES,2,1,NO,77330,14060,14060,49210,Y
185,500/1000,2000,1421.59,0,MALE,College,other-service,own-child,0,0,1/31/2015,Vehicle Theft,?,Trivial Damage,Police,9794 Embaracadero St,1,?,2,3,YES,4950,900,450,3600,N
63,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,own-child,0,-36500,2/13/2015,Vehicle Theft,?,Minor Damage,Police,1810 Elm Hwy,1,NO,0,2,YES,5160,860,860,3440,N
210,100/300,500,1433.24,0,FEMALE,College,exec-managerial,not-in-family,0,-19500,2/22/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,9603 Texas Lane,3,NO,2,1,?,24570,2730,2730,19110,Y
194,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,not-in-family,46500,0,1/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,5650 Sky Drive,3,?,1,0,?,53680,4880,9760,39040,N
294,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,own-child,22700,0,2/4/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,9633 MLK Lane,3,YES,1,1,YES,42900,3900,3900,35100,N
272,250/500,2000,945.73,5000000,MALE,MD,protective-serv,wife,38600,-42800,2/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,4981 Flute Hwy,1,NO,0,0,NO,84100,16820,8410,58870,Y
27,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,own-child,0,-55800,2/26/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,9078 Francis Ridge,1,?,1,3,?,61560,6840,6840,47880,N
251,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,not-in-family,0,-31700,1/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,1381 Francis Ave,1,YES,0,0,?,44240,5530,5530,33180,N
180,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,own-child,58100,-49000,2/15/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,6435 Texas Ave,4,?,2,3,YES,57700,11540,5770,40390,N
392,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,not-in-family,68400,-66800,1/14/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,1248 MLK Ridge,1,NO,2,2,YES,108030,16620,16620,74790,N
143,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,unmarried,0,-65700,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,3323 1st Lane,1,NO,2,0,YES,54300,10860,5430,38010,N
371,100/300,2000,1317.97,0,MALE,High School,craft-repair,wife,34700,-81000,1/18/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6971 Best Ridge,3,?,1,2,?,32280,5380,5380,21520,Y
292,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,other-relative,0,-53800,1/15/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,7488 Lincoln Lane,3,YES,1,1,NO,84600,16920,8460,59220,N
165,250/500,500,900.02,6000000,MALE,College,craft-repair,own-child,0,-49900,2/24/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,9007 Francis Hwy,1,NO,1,3,YES,69700,6970,6970,55760,N
158,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,unmarried,0,0,2/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,1491 Francis Ridge,3,NO,0,1,NO,36400,3640,7280,25480,N
241,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,own-child,0,-54900,2/22/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,3659 Oak Lane,3,NO,0,2,YES,37520,4690,4690,28140,N
103,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,wife,69500,-47700,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4176 Britain Hwy,3,NO,2,3,?,79090,14380,14380,50330,N
402,250/500,2000,1285.09,0,MALE,JD,farming-fishing,not-in-family,48000,-79600,2/28/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,5189 Francis Drive,1,NO,0,2,YES,67770,7530,15060,45180,Y
102,100/300,500,1537.07,3000000,MALE,JD,tech-support,wife,0,0,2/4/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,6515 Oak Lane,1,NO,1,0,NO,47400,9480,4740,33180,Y
182,100/300,1000,1022.42,0,MALE,PhD,other-service,husband,50000,-56900,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,7168 Andromedia Ridge,1,YES,0,2,?,71100,7110,14220,49770,N
282,100/300,2000,1558.86,0,MALE,MD,other-service,wife,51100,-75100,2/17/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,7954 Tree Ridge,1,?,2,2,NO,69400,13880,6940,48580,N
222,500/1000,500,1757.87,0,MALE,High School,transport-moving,not-in-family,71400,0,1/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,1956 Apache St,3,YES,2,1,?,55000,5000,10000,40000,Y
415,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,not-in-family,50400,0,2/2/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,9918 Andromedia Drive,2,YES,1,3,YES,51090,7860,7860,35370,N
51,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,unmarried,0,0,2/12/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,5499 Flute Ridge,1,?,2,3,NO,64200,6420,19260,38520,Y
255,500/1000,500,1192.27,0,MALE,High School,sales,own-child,0,-40200,1/4/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,3311 2nd Drive,1,NO,2,0,YES,67320,12240,12240,42840,N
143,250/500,500,1163.83,0,MALE,Associate,protective-serv,husband,37700,0,2/21/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,7609 Rock St,4,YES,2,0,?,76120,6920,13840,55360,N
130,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,other-relative,0,-38500,1/23/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,4652 Flute Drive,2,YES,2,1,NO,85020,13080,13080,58860,N
242,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,unmarried,0,-57000,2/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,6853 Sky Hwy,3,NO,0,1,?,68090,12380,12380,43330,N
96,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,wife,0,0,1/23/2015,Parked Car,?,Trivial Damage,Police,7780 Flute Lane,1,?,1,2,NO,6030,670,670,4690,N
180,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,wife,0,-55800,2/10/2015,Vehicle Theft,?,Minor Damage,None,1687 3rd Lane,1,?,1,3,NO,5100,1020,510,3570,N
150,100/300,1000,1677.26,0,MALE,College,sales,own-child,40100,0,1/10/2015,Vehicle Theft,?,Trivial Damage,Police,6378 Britain Ave,1,YES,1,3,YES,4590,510,510,3570,N
463,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,not-in-family,51700,0,2/12/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,1306 Andromedia St,2,?,1,2,NO,72400,7240,14480,50680,Y
472,250/500,500,989.24,0,MALE,Masters,other-service,not-in-family,0,0,2/21/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,3664 Francis Ridge,1,NO,2,3,NO,70900,14180,7090,49630,N
75,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,husband,0,0,1/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,5985 Lincoln Lane,2,?,2,3,YES,65100,6510,6510,52080,N
193,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,husband,0,0,2/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,3706 4th Hwy,3,?,2,1,YES,64260,0,14280,49980,N
43,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,not-in-family,0,0,1/19/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,6603 Francis Hwy,1,?,2,1,?,79970,7270,21810,50890,Y
253,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,not-in-family,36600,0,1/11/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,7069 4th Hwy,1,NO,2,0,?,56610,6290,6290,44030,N
152,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,wife,58600,0,2/11/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,5093 Flute Lane,1,YES,1,1,?,84590,7690,7690,69210,Y
160,250/500,500,1733.56,0,MALE,High School,sales,wife,0,-43800,1/9/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,5894 Flute Drive,3,NO,2,1,YES,66780,7420,14840,44520,N
56,100/300,500,1533.07,0,MALE,JD,farming-fishing,own-child,0,-28800,1/20/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,8459 Apache Ave,1,YES,1,2,YES,58500,0,6500,52000,N
286,100/300,500,1106.77,0,FEMALE,College,prof-specialty,other-relative,45500,-62500,2/26/2015,Parked Car,?,Trivial Damage,Police,7447 Lincoln Ridge,1,?,2,0,NO,5000,500,500,4000,N
3,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,unmarried,0,0,2/2/2015,Parked Car,?,Trivial Damage,Police,1821 Andromedia Ridge,1,?,2,1,?,5000,500,1000,3500,Y
286,250/500,1000,1298.85,6000000,FEMALE,High School,sales,other-relative,71300,-70300,1/4/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6859 Flute Ridge,3,?,1,3,YES,54450,6050,12100,36300,N
239,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,other-relative,0,0,2/19/2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,4175 Elm Ridge,3,NO,1,3,?,61920,6880,6880,48160,N
64,250/500,2000,1202.28,0,MALE,High School,exec-managerial,other-relative,0,-61400,1/12/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,5007 Oak St,1,?,1,2,NO,43700,4370,4370,34960,Y
98,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,wife,0,-26400,1/24/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,5790 Flute Ridge,1,?,2,0,?,64080,7120,7120,49840,N
16,250/500,1000,1358.03,0,MALE,JD,sales,own-child,59300,-31400,2/17/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,8704 Britain Lane,1,NO,2,1,?,55000,10000,10000,35000,Y
70,250/500,1000,1008.79,4000000,FEMALE,Masters,adm-clerical,own-child,46000,0,1/13/2015,Vehicle Theft,?,Trivial Damage,Police,7816 MLK Lane,1,NO,2,3,?,4400,0,550,3850,N
75,100/300,1000,1141.1,0,MALE,JD,armed-forces,other-relative,0,0,2/28/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,3618 Maple Lane,2,?,0,1,YES,71640,5970,11940,53730,N
246,100/300,1000,1397,0,MALE,High School,machine-op-inspct,not-in-family,0,0,1/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Other,7705 Lincoln Drive,1,NO,1,0,NO,61740,6860,6860,48020,N
110,500/1000,1000,1664.66,0,FEMALE,Associate,priv-house-serv,own-child,0,-66200,2/5/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,8602 Washington Ridge,1,?,0,3,?,57500,5750,5750,46000,N
236,250/500,1000,1151.39,4000000,FEMALE,Masters,exec-managerial,wife,0,-63900,1/1/2015,Parked Car,?,Minor Damage,Police,2832 Andromedia Lane,1,YES,0,0,?,8700,870,1740,6090,N
267,100/300,2000,1546.01,0,FEMALE,MD,adm-clerical,wife,0,0,1/6/2015,Multi-vehicle Collision,Front Collision,Total Loss,Police,9760 4th Hwy,4,NO,2,1,?,77100,15420,7710,53970,N
463,250/500,500,1063.67,0,MALE,Masters,priv-house-serv,wife,0,0,2/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,2509 Rock Drive,1,NO,2,0,YES,59400,6600,6600,46200,N
303,100/300,1000,709.14,0,MALE,Masters,machine-op-inspct,husband,0,0,2/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2063 Weaver St,3,NO,1,0,NO,54890,9980,4990,39920,N
137,250/500,500,1039.55,0,MALE,MD,exec-managerial,unmarried,55600,-59700,2/16/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Other,3818 Texas Ridge,3,?,2,1,?,74030,6730,13460,53840,N
56,250/500,500,1339.39,0,FEMALE,Associate,adm-clerical,not-in-family,0,0,2/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,3929 Elm Ave,1,?,1,2,YES,61490,11180,11180,39130,N
75,250/500,1000,1202.75,0,MALE,High School,handlers-cleaners,not-in-family,57900,-90100,1/21/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,9911 Britain Lane,3,NO,0,2,YES,79560,6630,13260,59670,N
131,100/300,2000,1081.17,0,MALE,MD,sales,wife,0,-65200,1/28/2015,Parked Car,?,Minor Damage,Police,3246 Britain Ridge,1,?,0,1,NO,4900,490,490,3920,N
153,250/500,500,991.39,0,MALE,High School,tech-support,other-relative,45600,-61400,2/27/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,2696 Cherokee Ridge,3,?,1,0,NO,77770,14140,14140,49490,N
255,500/1000,500,984.02,0,FEMALE,JD,transport-moving,unmarried,75800,0,2/10/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,5249 4th Ave,2,?,2,2,?,74700,7470,14940,52290,Y
103,100/300,500,1354.83,0,MALE,MD,tech-support,husband,66300,0,1/18/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Police,4721 Cherokee Hwy,2,NO,2,2,?,40600,4060,4060,32480,N
97,100/300,1000,830.31,0,MALE,JD,farming-fishing,husband,0,-32600,1/13/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,8212 Flute Ridge,1,?,1,0,?,45270,10060,10060,25150,N
214,100/300,2000,987.42,7000000,FEMALE,Associate,machine-op-inspct,own-child,0,0,1/31/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,3592 MLK Ridge,3,NO,0,3,?,47080,4280,8560,34240,N
438,500/1000,500,1119.29,0,FEMALE,MD,machine-op-inspct,husband,0,0,1/15/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,6494 4th Ave,1,?,0,0,NO,40700,4070,4070,32560,Y
87,100/300,500,1048.39,0,FEMALE,Masters,transport-moving,own-child,0,0,2/13/2015,Single Vehicle Collision,Side Collision,Minor Damage,Police,6608 Apache Lane,1,?,2,1,YES,34650,6300,3150,25200,N
27,500/1000,1000,1074.47,0,MALE,MD,protective-serv,wife,0,0,2/13/2015,Parked Car,?,Trivial Damage,Police,1553 Lincoln St,1,?,2,0,?,3200,400,400,2400,N
206,500/1000,1000,1230.76,0,MALE,High School,machine-op-inspct,unmarried,0,-74200,1/3/2015,Single Vehicle Collision,Rear Collision,Major Damage,Fire,7628 4th Lane,1,?,1,1,NO,78980,7180,14360,57440,Y
127,500/1000,500,1255.02,0,MALE,Associate,sales,not-in-family,58200,0,1/13/2015,Parked Car,?,Minor Damage,None,3028 5th St,1,YES,1,0,NO,6160,560,1120,4480,N
